scientific_name,order,order_num,family,family_num,genus,genus_num,species,early_interval,late_interval,max_age_mya,min_age_mya,country,state,longitude,latitude,latlng_basis,latlng_precision,formation,stratigraphy_scale,lithology,environment,assembly_composition,preservation_mode,collection_name,collection_type,life_habit,vision,diet,time_period,preservation_mode_count,presevation_mode_count_scaled,order_num_scaled,diet_scaled,country_scaled
Prosaukia hartii,Asaphida,19834,Dikelocephalidae,133764,Prosaukia,20139,hartti,Trempealeauan,,490.2,486.85,US,New York,-73.864166,43.083332,estimated from map,minutes,Hoyt Limestone,formation,limestone,carbonate indet.,macrofossils,body,"Loc. 76. Hoyts Quarry, 4 miles west of Saratoga Springs",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,42
Dipleura dekayi,Phacopida,21421,Homalonotidae,133738,Dipleura,21544,dekayi,Givetian,,387.95,382.31,US,New York,-76.730003,42.669998,estimated from map,2,Moscow,,not reported,offshore,,,GroSpez2,paleoecologic,low-level epifaunal,well-developed,carnivore,Devonian,0,-1.280512398105458,-0.3591643827666484,0,42
Raymondaspis reticulatus,Corynexochida,19472,Styginidae,56893,Raymondaspis,21352,reticulatus,Chazyan,,471.3,457.3,CA,Newfoundland and Labrador,-57.535557,50.356945,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,Table Cove,taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,9
Grinnellaspis newfoundlandensis,Proetida,21062,Bathyuridae,124260,Grinnellaspis,21193,newfoundlandensis,Jeffersonian,,486.85,471.3,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,group of beds,packstone,peritidal,macrofossils,body,BH-53,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Olenaspella paucisegmenta,Olenida,392207,Aphelaspidae,133754,Olenaspella,20094,paucisegmenta,Steptoean,,497.0,493.5,US,Nevada,-115.997002,37.148998,estimated from map,3,Bonanza King,bed,limestone,carbonate indet.,macrofossils,body,USGS 3533-CO,biostratigraphic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,2.9650455947417167,0,42
Notopeltis orthometopa,Asaphida,19834,Asaphidae,82596,Notopeltis,20086,orthometopa,Tremadoc,,486.4,477.1,AR,Salta,-64.891998,-22.211,estimated from map,3,,formation,marl,offshore,macrofossils,body,S.Vic-19 (N57) Rio Santa Victoria Section,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,3
Shengia trapezia,Ptychopariida,20239,Lisaniidae,95218,Shengia,155843,trapezia,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Paibi section, bed 36b",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,0,10
Euarthricocephalus taijiangensis,Corynexochida,19472,Oryctocephalidae,95230,Euarthricocephalus,237568,taijiangensis,Taijangian,,506.5,504.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX17",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,10
Acrocephalaspina insueta,Olenida,392207,Eulomidae,82599,Acrocephalaspina,231690,insueta,Aksaian,,492.8,491.5,KZ,,69.949997,43.533333,estimated from map,minutes,Bestogai,bed,limestone,slope,mesofossils,"body,cast","Kyrshabakty River, 1378-9",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,2.9650455947417167,0,24
Glyphaspis concavus,Olenida,392207,Asaphiscidae,84728,Glyphaspis,20526,concavus,Delamaran,,509.7,505.3,US,Nevada,-114.333336,38.833332,estimated from map,minutes,Pole Canyon,bed,limestone,marine indet.,macrofossils,"body,cast","Snake Range, LACMIP 15566",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,2.9650455947417167,0,42
Buttsia drabensis,Ptychopariida,20239,Catillicephalidae,82595,Buttsia,19894,drabensis,Steptoean,,497.0,493.5,US,Pennsylvania,-77.179443,40.761391,estimated from map,seconds,Gatesburg,,limestone,marine indet.,macrofossils,"body,cast",DB- 58.5,biostratigraphic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.3697613745446953,0,42
Lonchodomas pennatus,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,pennatus,Oandu,Rakvere,452.8,450.5,EU,,10.526667,59.8475,estimated from map,seconds,Solvang,,limestone,marine indet.,"macrofossils,mesofossils",body,"Langåra, Solvang Fm.",taxonomic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,13
Toxochasmops (Schmidtops) maximus,Phacopida,21421,Pterygometopidae,133731,Toxochasmops (Schmidtops),21800,maximus,Keila,,453.9,452.8,EU,Harju,24.286943,59.238335,estimated from map,seconds,Vasalemma,,limestone,"reef, buildup or bioherm","macrofossils,mesofossils",body,"Vasalemma quarry, Vasalemma Fm.",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Acernaspis orestes,Phacopida,21421,Phacopidae,56891,Acernaspis,21429,orestes,Aeronian,,440.5,438.6,CA,Quebec,-62.463333,49.375278,estimated from map,seconds,Gun River,,lime mudstone,open shallow subtidal,macrofossils,body,AN26,taxonomic,low-level epifaunal,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,9
Hemiarges angustifrons,Lichida,19721,Lichidae,123406,Hemiarges,19740,angustifrons,Caradoc,,458.2,449.5,EU,Scotland,-4.780948,55.274776,based on nearby landmark,6,Craighead,group of beds,mudstone,marine indet.,macrofossils,body,Craighead Quarry,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3744054030904045,0,13
Ogygiocaris sarsi,Asaphida,19834,Asaphidae,82596,Ogygiocaris,20091,sarsi,Lasnamagi,Uhaku,461.4,458.0,EU,Asker,10.501944,59.801666,estimated from map,seconds,Elnes,,shale,carbonate indet.,"macrofossils,mesofossils",body,"Elnestangen, Ogygiocaris Shale",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Raymondaspis gregarius,Corynexochida,19472,Styginidae,56893,Raymondaspis,21352,gregaria,Katian,,452.8,445.2,RU,Siberia,84.942497,51.072224,estimated from map,seconds,Khankhara,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,"Gorny Altai, Ebogon Section, Khankhara Fm.",biostratigraphic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,35
Khalfinella elegantula,Proetida,21062,Proetidae,56726,Khalfinella,21224,elegantula,Eifelian,,393.47,387.95,UZ,,64.764999,41.259998,estimated from map,2,Iza,group of beds,limestone,carbonate indet.,macrofossils,body,Aristantau Mountains,taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,1,-0.03391346657626163,-0.3623829276467828,1,43
Olenellus roddyi,Redlichiida,19346,Olenellidae,90394,Olenellus,19149,nitidus,Dyeran,,515.3,509.7,US,Pennsylvania,-76.305832,40.037777,based on nearby landmark,seconds,Kinzers,,shale,marine indet.,"macrofossils,mesofossils,microfossils",body,"Lancaster, eastern PA, Kinzers Fm.",taxonomic,low-level epifaunal,well-developed,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Piltonia fryi,Proetida,21062,Phillipsiidae,85866,Piltonia,21310,fryi,Hastarian,,358.86,353.7,EU,,4.866667,50.466667,based on nearby landmark,minutes,Hastière,bed,not reported,marine indet.,macrofossils,"body,original calcite,replaced with calcite","Hastière, Chemin d'Insement",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,3,2.4592843964821314,-0.3623829276467828,1,13
Calyptaulax strasburgensis,Phacopida,21421,Pterygometopidae,133731,Calyptaulax,21482,strasburgensis,Turinian,,457.3,453.8,US,Virginia,-78.378059,38.996666,stated in text,seconds,Edinburg,bed,limestone,basinal (carbonate),"macrofossils,mesofossils,microfossils","body,replaced with silica",silicified horizon 34.6 m,biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,2,1.2126854649529348,-0.3591643827666484,0,42
Elvinia roemeri,Ptychopariida,20239,Elviniidae,133762,Elvinia,20484,roemeri,Franconian,,497.0,486.85,US,Oklahoma,-98.408333,34.816666,based on political unit,minutes,Reagan Sandstone,bed,sandstone,marine indet.,"macrofossils,mesofossils",body,"CC 0341. Chandler Creek Section, Unit 04. Wichita Mountains",taxonomic,low-level epifaunal,well-developed,carnivore,,1,-0.03391346657626163,-0.3697613745446953,0,42
Pudoproetus chappelensis,Proetida,21062,Proetidae,56726,Pudoproetus,177081,chappelensis,Ivorian,,353.7,346.7,US,Texas,-98.099998,31.0,,1,Chappel Limestone,,carbonate,marine indet.,,body,USNM 9048,taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,42
Eldredgeops rana,Phacopida,21421,Phacopidae,56891,Eldredgeops,21555,rana,Givetian,,387.95,382.31,US,New York,-77.837502,42.830555,based on nearby landmark,seconds,Ludlowville,group of beds,shale,deep subtidal ramp,,body,"Green's Landing Coral Bed, Jaycox Run, Jaycox Member, Livingston Co., NY",biostratigraphic,low-level epifaunal,well-developed,carnivore,Devonian,1,-0.03391346657626163,-0.3591643827666484,0,42
Olenellus nevadensis,Redlichiida,19346,Olenellidae,90394,Olenellus,19149,nevadensis,Dyeran,,515.3,509.7,US,California,-116.225555,35.848331,based on nearby landmark,seconds,Carrara,group of beds,shale,transition zone/lower shoreface,macrofossils,body,"Emigrant Pass. Peachella brevispina occurrence zone, subunit 1",biostratigraphic,low-level epifaunal,well-developed,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Leonaspis leonhardi,Odontopleurida,19772,Odontopleuridae,56895,Leonaspis,19814,leonhardi,Ludlow,,426.7,422.7,EU,,-0.883333,41.633331,based on nearby landmark,minutes,Badenas,bed,sandstone,marine indet.,,,"Fauna s3d-gamma, Badenas Fmn., E. Iberian Chains",biostratigraphic,low-level epifaunal,well-developed,carnivore,Silurian,0,-1.280512398105458,-0.37394817248069184,0,13
Acanthoparypha evitti,Phacopida,21421,Cheiruridae,85334,Acanthoparypha,21422,evitti,Chazyan,,471.3,457.3,CA,Northwest Territories,-125.75,61.633331,stated in text,minutes,Esbataottine,formation,limestone,deep subtidal indet.,"macrofossils,microfossils",replaced with silica,Sunblood Mountain Calyptaulax-Ceraurinella Biofacies (A-140),biostratigraphic,low-level epifaunal,well-developed,carnivore,Ordovician,0,-1.280512398105458,-0.3591643827666484,0,9
Viaphacops salteri,Phacopida,21421,Phacopidae,56891,Viaphacops,21811,salteri,Emsian,,410.62,393.47,BO,La Paz,-68.0,-15.5,based on political unit,minutes,Belen,member,sandstone,marine indet.,,,"Lower Belen Fmn., Phacopina lacunafera bed, La Paz Province, Bolivia",taxonomic,low-level epifaunal,well-developed,carnivore,Devonian,0,-1.280512398105458,-0.3591643827666484,0,6
Kochaspis liliana,Ptychopariida,20239,NO_FAMILY_SPECIFIED,NF,Kochaspis,20623,liliana,St Davids,,506.5,497.0,US,Nevada,-114.414719,37.905277,stated in text,seconds,Pioche Shale,bed,limestone,carbonate indet.,macrofossils,body,"USNM 41096, Log Cabin Mbr, Pioche Hills",taxonomic,low-level epifaunal,,detritivore,,1,-0.03391346657626163,-0.3697613745446953,1,42
Bollandia alekto,Proetida,21062,Phillipsiidae,85866,Bollandia,21101,alekto,Ivorian,Holkerian,353.7,339.9,EU,,7.0,47.866669,based on nearby landmark,minutes,Oderen,group of beds,mudstone,coastal indet.,macrofossils,body,"Mitzach, Southern Vosges, Carboniferous Limestone, Alsace",taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,13
Prosaukia hartii,Asaphida,19834,Dikelocephalidae,133764,Prosaukia,20139,hartti,Trempealeauan,,490.2,486.85,US,New York,-73.864166,43.083332,estimated from map,minutes,Keeseville,formation,sandstone,marine indet.,macrofossils,body,"Loc. 76a. Potsdam Sandstone, Hoyts Quarry, 4 miles west of Saratoga Springs",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.37339232350417834,0,42
Greenops boothi,Phacopida,21421,Acastidae,56892,Greenops,21588,boothi,Givetian,,387.95,382.31,US,New York,-76.150002,42.790001,estimated from map,2,Moscow,bed,not reported,offshore,,,CaTau4,paleoecologic,low-level epifaunal,well-developed,carnivore,Devonian,0,-1.280512398105458,-0.3591643827666484,0,42
Pseudomera barrandei,Phacopida,21421,Pliomeridae,124266,Pseudomera,21740,barrandei,Chazyan,,471.3,457.3,CA,Newfoundland and Labrador,-57.535557,50.356945,estimated from map,seconds,Table Cove,,limestone,slope,macrofossils,body,Table Cove,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,9
Grinnellaspis newfoundlandensis,Proetida,21062,Bathyuridae,124260,Grinnellaspis,21193,newfoundlandensis,Jeffersonian,,486.85,471.3,CA,Newfoundland and Labrador,-55.989166,51.590557,estimated from map,seconds,Boat Harbour,bed,packstone,peritidal,macrofossils,body,BH-54,biostratigraphic,low-level epifaunal,well-developed,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,9
Hardyoides mimicus,Ptychopariida,20239,Norwoodiidae,155376,Hardyoides,20536,mimicus,Steptoean,,497.0,493.5,US,Nevada,-115.997002,37.148998,estimated from map,3,Bonanza King,bed,limestone,carbonate indet.,macrofossils,body,USGS 3533-CO,biostratigraphic,low-level epifaunal,well-developed,detritivore,Cambrian,1,-0.03391346657626163,-0.3697613745446953,1,42
Mekynophrys nanna,Asaphida,19834,Asaphidae,82596,Basilicus,19872,carinata,Tremadoc,,486.4,477.1,AR,Salta,-64.891998,-22.211,estimated from map,3,,formation,marl,offshore,macrofossils,body,S.Vic-19 (N57) Rio Santa Victoria Section,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,3
Teinistion posterocostum,Lichida,19721,Damesellidae,155009,Teinistion,21002,posterocostum,Guzhangian,,500.5,497.0,CN,Hunan,109.525002,28.388056,based on nearby landmark,seconds,Huaqiao,bed,packstone,slope,macrofossils,body,"Paibi section, bed 36b",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,1,-0.03391346657626163,-0.3744054030904045,0,10
Curvoryctocephalus taijiangensis,Corynexochida,19472,Oryctocephalidae,95230,Curvoryctocephalus,237528,taijiangensis,Taijangian,,506.5,504.5,CN,Guizhou,108.413887,26.747223,stated in text,seconds,Kaili,bed,claystone,slope,macrofossils,"cast,mold/impression","Wuliu Quarry, FZX17",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,0,-1.280512398105458,-0.37663776430253115,0,10
Proceratopyge (Lopnorites) grabaui,Asaphida,19834,Ceratopygidae,82589,Proceratopyge (Lopnorites),20136,grabaui,Aksaian,,492.8,491.5,KZ,,69.949997,43.533333,estimated from map,minutes,Bestogai,bed,limestone,slope,mesofossils,"body,cast","Kyrshabakty River, 1378-9",taxonomic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37339232350417834,0,24
Parkaspis drumensis,Corynexochida,19472,Zacanthoididae,95208,Parkaspis,19653,drumensis,Delamaran,,509.7,505.3,US,Nevada,-114.333336,38.833332,estimated from map,minutes,Pole Canyon,bed,limestone,marine indet.,macrofossils,"body,cast","Snake Range, LACMIP 15567",taxonomic,nektobenthic,well-developed,carnivore,Cambrian,2,1.2126854649529348,-0.37663776430253115,0,42
Pinctus latus,Olenida,392207,Dokimokephalidae,133759,Pinctus,20840,latus,Steptoean,,497.0,493.5,US,Pennsylvania,-77.179443,40.761391,estimated from map,seconds,Gatesburg,,limestone,marine indet.,macrofossils,"body,cast",DB- 58.5,biostratigraphic,low-level epifaunal,well-developed,carnivore,Cambrian,2,1.2126854649529348,2.9650455947417167,0,42
Stygina minor,Corynexochida,19472,Styginidae,56893,Stygina,19694,minor,Oandu,,452.8,451.8,EU,Asker,10.520278,59.863056,estimated from map,seconds,Solvang,,limestone,marine indet.,"macrofossils,mesofossils",body,"Nesøya, Solvang Fm.",taxonomic,nektobenthic,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37663776430253115,0,13
Toxochasmops (Schmidtops) proavus,Phacopida,21421,Pterygometopidae,133731,Toxochasmops (Schmidtops),21800,proavus,Johvi,,452.8,449.9,EU,,24.510868,59.318523,estimated from map,6,Kahula,member,not reported,marine indet.,"macrofossils,mesofossils",body,Vanamõisa,taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.3591643827666484,0,13
Calymene nowlani,Phacopida,21421,Calymenidae,85380,Calymene,21478,nowlani,Aeronian,,440.5,438.6,CA,Quebec,-62.463333,49.375278,estimated from map,seconds,Gun River,,lime mudstone,open shallow subtidal,macrofossils,body,AN26,taxonomic,nektobenthic,well-developed,carnivore,Silurian,1,-0.03391346657626163,-0.3591643827666484,0,9
Harpidella isoplates,Proetida,21062,Otarionidae,124256,Harpidella,21197,isoplates,Caradoc,,458.2,449.5,EU,Scotland,-4.780948,55.274776,based on nearby landmark,6,Craighead,group of beds,mudstone,marine indet.,macrofossils,body,Craighead Quarry,taxonomic,low-level epifaunal,,detritivore,Ordovician,1,-0.03391346657626163,-0.3623829276467828,1,13
Ogygiocaris sarsi,Asaphida,19834,Asaphidae,82596,Ogygiocaris,20091,sarsi,Uhaku,,459.7,458.0,EU,,10.497778,59.797779,estimated from map,seconds,Elnes,,shale,marine indet.,"macrofossils,mesofossils",body,"between Sjøstrand and Hagebukta, Ogygiocaris Shale",taxonomic,low-level epifaunal,well-developed,carnivore,Ordovician,1,-0.03391346657626163,-0.37339232350417834,0,13
Lonchodomas rostratus,Trinucleida,198568,Raphiophoridae,124265,Lonchodomas,20035,rostratus,Katian,,452.8,445.2,RU,Siberia,84.942497,51.072224,estimated from map,seconds,Khankhara,,limestone,open shallow subtidal,"macrofossils,mesofossils",body,"Gorny Altai, Ebogon Section, Khankhara Fm.",biostratigraphic,low-level epifaunal,blind,detritivore,Ordovician,1,-0.03391346657626163,1.2290126921112443,1,35
Cyrtosymbole (Calybole) radiata,Proetida,21062,Phillipsiidae,85866,Calybole,21106,radiata,Famennian,,372.15,358.86,EU,,22.583332,51.083332,based on nearby landmark,minutes,Ostrówka Quarry,bed,limestone,carbonate indet.,macrofossils,"body,original calcite,replaced with calcite","Jablonna Bed 18, Holy Cross Mountains",taxonomic,low-level epifaunal,well-developed,detritivore,Devonian,3,2.4592843964821314,-0.3623829276467828,1,13
Olenellus latilimbatus,Redlichiida,19346,Olenellidae,90394,Olenellus,19149,latilimbatus,Dyeran,,515.3,509.7,US,Pennsylvania,-76.305832,40.037777,based on nearby landmark,seconds,Kinzers,,shale,marine indet.,"macrofossils,mesofossils,microfossils",body,"Lancaster, eastern PA, Kinzers Fm.",taxonomic,low-level epifaunal,well-developed,detritivore,Cambrian,1,-0.03391346657626163,-0.3777673928677036,1,42
Paladin bairdensis,Proetida,21062,Phillipsiidae,85866,Paladin,21280,bairdensis,Late Mississippian,,330.3,323.4,US,California,-122.271667,40.94278,estimated from map,seconds,Baird,bed,mudstone,offshore,macrofossils,body,D-5729 - South-facing roadcut,taxonomic,low-level epifaunal,well-developed,detritivore,Carboniferous,1,-0.03391346657626163,-0.3623829276467828,1,42
